file,artist,title,year,genre
Blondie/Blondie - The Best Of Blondie (1990) 320 vtwin88cube/06. Hanging On The Telephone.mp3,Blondie,Hanging On The Telephone,1990,""
Blondie/Blondie - The Best Of Blondie (1990) 320 vtwin88cube/01. Heart Of Glass.mp3,Blondie,Heart Of Glass,1990,""
Blondie/Blondie - The Best Of Blondie (1990) 320 vtwin88cube/09. (I'm Always Touched By Your) Presence Dear.mp3,Blondie,(I'm Always Touched By Your) P,1990,""
Blondie/Blondie - The Best Of Blondie (1990) 320 vtwin88cube/11. Atomic.mp3,Blondie,Atomic,1990,""
Blondie/Blondie - The Best Of Blondie (1990) 320 vtwin88cube/12. Rip Her To Shreds.mp3,Blondie,Rip Her To Shreds,1990,""
Blondie/Blondie - The Best Of Blondie (1990) 320 vtwin88cube/07. Rapture.mp3,Blondie,Rapture,1990,""
Blondie/Blondie - The Best Of Blondie (1990) 320 vtwin88cube/03. The Tide Is High.mp3,Blondie,The Tide Is High,1990,""
Destiny's Child/Destinys Child - #1's/06. Destinys Child - Jumpin Jumpin.mp3,Destinys Child,Jumpin Jumpin,2005,R&B
Destiny's Child/Destinys Child - #1's/07. Destinys Child - Lose My Breath.mp3,Destinys Child,Lose My Breath,2005,R&B
Destiny's Child/Destinys Child - #1's/01. Destinys Child - Stand Up For Love (2005 World Childrens Day Anthem).mp3,Destinys Child,"",2005,R&B
Destiny's Child/Destinys Child - #1's/15. Destinys Child - Cater 2 U.mp3,Destinys Child,Cater 2 U,2005,R&B
Destiny's Child/Destinys Child - #1's/08. Destinys Child - Say My Name.mp3,Destinys Child,Say My Name,2005,R&B
Destiny's Child/Destinys Child - #1's/09. Destinys Child - Emotion.mp3,Destinys Child,Emotion,2005,R&B
Destiny's Child/Destinys Child - #1's/05. Destinys Child - Check On It (Beyonce ft.Slim Thug).mp3,Destinys Child,"",2005,R&B
Destiny's Child/Destinys Child - #1's/10. Destinys Child - Bug A Boo.mp3,Destinys Child,Bug A Boo,2005,R&B
Destiny's Child/Destinys Child - #1's/16. Destinys Child - Feel The Same Way I Do.mp3,Destinys Child,Feel The Same Way I Do,2005,R&B
Destiny's Child/Destinys Child - #1's/12. Destinys Child - Bills Bills Bills.mp3,Destinys Child,Bills Bills Bills,2005,R&B
Destiny's Child/Destinys Child - #1's/11. Destinys Child - Bootylicious.mp3,Destinys Child,Bootylicious,2005,R&B
Destiny's Child/Destinys Child - #1's/14. Destinys Child - No No No Part 2 (ft.Wyclef Jean).mp3,Destinys Child,"",2005,R&B
Destiny's Child/Destinys Child - #1's/02. Destinys Child - Independent Women Part 1.mp3,Destinys Child,Independent Women Part 1,2005,R&B
Destiny's Child/Destinys Child - #1's/03. Destinys Child - Survivor.mp3,Destinys Child,Survivor,2005,R&B
Destiny's Child/Destinys Child - #1's/13. Destinys Child - Girl.mp3,Destinys Child,Girl,2005,R&B
Destiny's Child/Destinys Child - #1's/04. Destinys Child - Soldier (ft.Ti & Lil Wayne).mp3,Destinys Child,Soldier (ft.Ti & Lil Wayne),2005,R&B
The Carpenters/Carpenters - 40-40 - 2009/207-carpenters-40_40-2009-sweet_sweet_smile.mp3,Carpenters,Sweet Sweet Smile,2009,Easy Listening
The Carpenters/Carpenters - 40-40 - 2009/103-carpenters-40_40-2009-rainy_days_&_mondays.mp3,Carpenters,Rainy Days & Mondays,2009,Easy Listening
The Carpenters/Carpenters - 40-40 - 2009/107-carpenters-40_40-2009-maybe_its_you.mp3,Carpenters,Maybe It's You,2009,Easy Listening
The Carpenters/Carpenters - 40-40 - 2009/106-carpenters-40_40-2009-love_is_surrender.mp3,Carpenters,Love Is Surrender,2009,Easy Listening
The Carpenters/Carpenters - 40-40 - 2009/119-carpenters-40_40-2009-all_you_get_from_love_is_a_love_song.mp3,Carpenters,All You Get From Love Is A Lov,2009,Easy Listening
The Carpenters/Carpenters - 40-40 - 2009/215-carpenters-40_40-2009-let_me_be_the_one.mp3,Carpenters,Let Me Be The One,2009,Easy Listening
The Carpenters/Carpenters - 40-40 - 2009/116-carpenters-40_40-2009-i_believe_you.mp3,Carpenters,I Believe You,2009,Easy Listening
The Carpenters/Carpenters - 40-40 - 2009/219-carpenters-40_40-2009-we_ve_only_just_begun.mp3,Carpenters,Weve Only Just Begun,2009,Easy Listening
The Carpenters/Carpenters - 40-40 - 2009/202-carpenters-40_40-2009-now.mp3,Carpenters,Now,2009,Easy Listening
The Carpenters/Carpenters - 40-40 - 2009/213-carpenters-40_40-2009-sing.mp3,Carpenters,Sing,2009,Easy Listening
The Carpenters/Carpenters - 40-40 - 2009/108-carpenters-40_40-2009-reason_to_believe.mp3,Carpenters,Reason To Believe,2009,Easy Listening
The Carpenters/Carpenters - 40-40 - 2009/111-carpenters-40_40-2009-its_going_to_take_some_time.mp3,Carpenters,It's Going To Take Some Time,2009,Easy Listening
The Carpenters/Carpenters - 40-40 - 2009/208-carpenters-40_40-2009-a_song_for_you.mp3,Carpenters,A Song For You,2009,Easy Listening
The Carpenters/Carpenters - 40-40 - 2009/210-carpenters-40_40-2009-when_you_ve_got_what_it_takes.mp3,Carpenters,When Youve Got What It Takes,2009,Easy Listening
The Carpenters/Carpenters - 40-40 - 2009/214-carpenters-40_40-2009-baby_its_you.mp3,Carpenters,Baby Its You,2009,Easy Listening
The Carpenters/Carpenters - 40-40 - 2009/220-carpenters-40_40-2009-when_its_gone.mp3,Carpenters,When Its Gone,2009,Easy Listening
The Carpenters/Carpenters - 40-40 - 2009/115-carpenters-40_40-2009-crystal_lullaby.mp3,Carpenters,Crystal Lullaby,2009,Easy Listening
The Carpenters/Carpenters - 40-40 - 2009/120-carpenters-40_40-2009-calling_occupants_of_interplanetary_craft.mp3,Carpenters,Calling Occupants Of Interplan,2009,Easy Listening
The Carpenters/Carpenters - 40-40 - 2009/105-carpenters-40_40-2009-ticket_to_ride.mp3,Carpenters,Ticket To Ride,2009,Easy Listening
The Carpenters/Carpenters - 40-40 - 2009/201-carpenters-40_40-2009-i_need_to_be_in_love.mp3,Carpenters,I Need To Be In Love,2009,Easy Listening
The Carpenters/Carpenters - 40-40 - 2009/113-carpenters-40_40-2009-those_good_old_dreams.mp3,Carpenters,Those Good Old Dreams,2009,Easy Listening
The Carpenters/Carpenters - 40-40 - 2009/203-carpenters-40_40-2009-solitaire.mp3,Carpenters,Solitaire,2009,Easy Listening
The Carpenters/Carpenters - 40-40 - 2009/217-carpenters-40_40-2009-jambalaya.mp3,Carpenters,Jambalaya,2009,Easy Listening
The Carpenters/Carpenters - 40-40 - 2009/102-carpenters-40_40-2009-superstar.mp3,Carpenters,Superstar,2009,Easy Listening
The Carpenters/Carpenters - 40-40 - 2009/204-carpenters-40_40-2009-please_mr_postman.mp3,Carpenters,Please Mr. Postman,2009,Easy Listening
The Carpenters/Carpenters - 40-40 - 2009/206-carpenters-40_40-2009-i_wont_last_a_day_without_you.mp3,Carpenters,I Wont Last A Day Without You,2009,Easy Listening
The Carpenters/Carpenters - 40-40 - 2009/104-carpenters-40_40-2009-top_of_the_world.mp3,Carpenters,Top Of The World,2009,Easy Listening
The Carpenters/Carpenters - 40-40 - 2009/212-carpenters-40_40-2009-your_baby_doesnt_love_you_anymore.mp3,Carpenters,Your Baby Doesnt Love You Anym,2009,Easy Listening
The Carpenters/Carpenters - 40-40 - 2009/205-carpenters-40_40-2009-hurting_each_other.mp3,Carpenters,Hurting Each Other,2009,Easy Listening
The Carpenters/Carpenters - 40-40 - 2009/118-carpenters-40_40-2009-bless_the_beasts_&_children.mp3,Carpenters,Bless The Beasts & Children,2009,Easy Listening
The Carpenters/Carpenters - 40-40 - 2009/110-carpenters-40_40-2009-this_masquerade.mp3,Carpenters,This Masquerade,2009,Easy Listening
The Carpenters/Carpenters - 40-40 - 2009/114-carpenters-40_40-2009-for_all_we_know.mp3,Carpenters,For All We Know,2009,Easy Listening
The Carpenters/Carpenters - 40-40 - 2009/112-carpenters-40_40-2009-one_more_time.mp3,Carpenters,One More Time,2009,Easy Listening
The Carpenters/Carpenters - 40-40 - 2009/101-carpenters-40_40-2009-yesterday_once_more.mp3,Carpenters,Yesterday Once More,2009,Easy Listening
The Carpenters/Carpenters - 40-40 - 2009/117-carpenters-40_40-2009-(they_long_to_be)_close_to_you.mp3,Carpenters,(They Long To Be) Close To You,2009,Easy Listening
The Carpenters/Carpenters - 40-40 - 2009/209-carpenters-40_40-2009-ordinary_fool.mp3,Carpenters,Ordinary Fool,2009,Easy Listening
The Carpenters/Carpenters - 40-40 - 2009/216-carpenters-40_40-2009-only_yesterday.mp3,Carpenters,Only Yesterday,2009,Easy Listening
The Carpenters/Carpenters - 40-40 - 2009/109-carpenters-40_40-2009-where_do_i_go_from_here.mp3,Carpenters,Where Do I Go From Here?,2009,Easy Listening
The Carpenters/Carpenters - 40-40 - 2009/218-carpenters-40_40-2009-touch_me_when_were_dancing.mp3,Carpenters,Touch Me When Were Dancing,2009,Easy Listening
The Carpenters/Carpenters - 40-40 - 2009/211-carpenters-40_40-2009-goobye_to_love.mp3,Carpenters,Goobye To Love,2009,Easy Listening
Morrissey/Morrissey - Greatest Hits-SiLvErDuSt-sEcTiOn8#320 kbps/14-morrissey-let_me_kiss_you.mp3,"","","",""
Morrissey/Morrissey - Greatest Hits-SiLvErDuSt-sEcTiOn8#320 kbps/02-morrissey-in_the_future_when_alls_well.mp3,"","","",""
Morrissey/Morrissey - Greatest Hits-SiLvErDuSt-sEcTiOn8#320 kbps/15-morrissey-i_have_forgiven_jesus.mp3,"","","",""
Morrissey/Morrissey - Greatest Hits-SiLvErDuSt-sEcTiOn8#320 kbps/04-morrissey-irish_blood_english_heart.mp3,"","","",""
Morrissey/Morrissey - Greatest Hits-SiLvErDuSt-sEcTiOn8#320 kbps/10-morrissey-the_youngest_was_the_most_loved.mp3,"","","",""
Morrissey/Morrissey - Greatest Hits-SiLvErDuSt-sEcTiOn8#320 kbps/08-morrissey-redondo_beach.mp3,"","","",""
Morrissey/Morrissey - Greatest Hits-SiLvErDuSt-sEcTiOn8#320 kbps/05-morrissey-you_have_killed_me.mp3,"","","",""
Morrissey/Morrissey - Greatest Hits-SiLvErDuSt-sEcTiOn8#320 kbps/06-morrissey-thats_how_people_grow_up.mp3,"","","",""
Morrissey/Morrissey - Greatest Hits-SiLvErDuSt-sEcTiOn8#320 kbps/07-morrissey-everyday_is_like_sunday.mp3,"","","",""
Morrissey/Morrissey - Greatest Hits-SiLvErDuSt-sEcTiOn8#320 kbps/03-morrissey-i_just_want_to_see_the_boy_happy.mp3,"","","",""
Morrissey/Morrissey - Greatest Hits-SiLvErDuSt-sEcTiOn8#320 kbps/13-morrissey-al_you_need_is_me.mp3,"","","",""
Morrissey/Morrissey - Greatest Hits-SiLvErDuSt-sEcTiOn8#320 kbps/09-morrissey-suedehead.mp3,"","","",""
Morrissey/Morrissey - Greatest Hits-SiLvErDuSt-sEcTiOn8#320 kbps/01-morrissey-first_of_the_gang_to_die.mp3,"","","",""
Morrissey/Morrissey - Greatest Hits-SiLvErDuSt-sEcTiOn8#320 kbps/12-morrissey-the_more_you_ignore_me_the_closer_i_get.mp3,"","","",""
Morrissey/Morrissey - Greatest Hits-SiLvErDuSt-sEcTiOn8#320 kbps/11-morrissey-the_last_of_the_famous_international_playboys.mp3,"","","",""
Gerry Rafferty/Gerry Rafferty - The Very Best Of (1995)/15-Shipyard_Town.mp3,Gerry Rafferty,Shipyard Town,1995,Rock
Gerry Rafferty/Gerry Rafferty - The Very Best Of (1995)/12-Days_Gone_Down.mp3,Gerry Rafferty,Days Gone Down,1995,Rock
Gerry Rafferty/Gerry Rafferty - The Very Best Of (1995)/06- Night_Owl.mp3,Gerry Rafferty,Night Owl,1995,Rock
Gerry Rafferty/Gerry Rafferty - The Very Best Of (1995)/07-Waiting_For_The_Day.mp3,Gerry Rafferty,Waiting For The Day,1995,Rock
Gerry Rafferty/Gerry Rafferty - The Very Best Of (1995)/10-Bring_It_All_Home.mp3,Gerry Rafferty,Bring It All Home,1995,Rock
Gerry Rafferty/Gerry Rafferty - The Very Best Of (1995)/04-Moonlight_And_Gold.mp3,Gerry Rafferty,Moonlight And Gold,1995,Rock
Gerry Rafferty/Gerry Rafferty - The Very Best Of (1995)/16-Whatever's_Written_In_Your_Heart.mp3,Gerry Rafferty,Whatever's Written In Your Hea,1995,Rock
Gerry Rafferty/Gerry Rafferty - The Very Best Of (1995)/13- Everyone's_Agreed_That_Everything_Will_Turn_Out_Fine.mp3,Gerry Rafferty,Everyone's Agreed That Everyth,1995,Rock
Gerry Rafferty/Gerry Rafferty - The Very Best Of (1995)/03-Baker_Street.mp3,Gerry Rafferty,Baker Street,1995,Rock
Gerry Rafferty/Gerry Rafferty - The Very Best Of (1995)/05-Stuck_In_The_Middle_With_You.mp3,Gerry Rafferty,Stuck In The Middle With You,1995,Rock
Gerry Rafferty/Gerry Rafferty - The Very Best Of (1995)/08-Right_Down_The_Line.mp3,Gerry Rafferty,Right Down The Line,1995,Rock
Gerry Rafferty/Gerry Rafferty - The Very Best Of (1995)/14-Over_My_Head.mp3,Gerry Rafferty,Over My Head,1995,Rock
Gerry Rafferty/Gerry Rafferty - The Very Best Of (1995)/11-The_Girl's_Got_No_Confidence.mp3,Gerry Rafferty,The Girl's Got No Confidence,1995,Rock
Gerry Rafferty/Gerry Rafferty - The Very Best Of (1995)/09-Tired_Of_Talkin'.mp3,Gerry Rafferty,Tired Of Talkin',1995,Rock
Gerry Rafferty/Gerry Rafferty - The Very Best Of (1995)/02-The_Garden_Of_England.mp3,Gerry Rafferty,The Garden Of England,1995,Rock
Gerry Rafferty/Gerry Rafferty - The Very Best Of (1995)/01-Get_It_Right_Next_Time.mp3,Gerry Rafferty,Get It Right Next Time,1995,Rock
No Doubt/No Doubt - The Singles/No Doubt - The Singles 1992-2003 - 15 - Trapped In A Box.mp3,No Doubt,Trapped In A Box,2003,""
No Doubt/No Doubt - The Singles/No Doubt - The Singles 1992-2003 - 06 - Hella Good.mp3,No Doubt,Hella Good,2003,""
No Doubt/No Doubt - The Singles/No Doubt - The Singles 1992-2003 - 09 - Excuse Me Mr..mp3,No Doubt,Excuse Me Mr.,2003,""
No Doubt/No Doubt - The Singles/No Doubt - The Singles 1992-2003 - 11 - Spiderwebs.mp3,No Doubt,Spiderwebs,2003,""
No Doubt/No Doubt - The Singles/No Doubt - The Singles 1992-2003 - 07 - New.mp3,No Doubt,New,2003,""
No Doubt/No Doubt - The Singles/No Doubt - The Singles 1992-2003 - 08 - Underneath It All.mp3,No Doubt,Underneath It All,2003,""
No Doubt/No Doubt - The Singles/No Doubt - The Singles 1992-2003 - 14 - Ex-Girlfriend.mp3,No Doubt,Ex-Girlfriend,2003,""
No Doubt/No Doubt - The Singles/No Doubt - The Singles 1992-2003 - 01 - Just A Girl.mp3,No Doubt,Just A Girl,2003,Other
No Doubt/No Doubt - The Singles/No Doubt - The Singles 1992-2003 - 17 - Underneath It All Live Acoustic Version.mp3,No Doubt,Underneath It All Live Acousti,2003,""
No Doubt/No Doubt - The Singles/No Doubt - The Singles 1992-2003 - 10 - Running.mp3,No Doubt,Running,2003,""
No Doubt/No Doubt - The Singles/No Doubt - The Singles 1992-2003 - 04 - Bathwater.mp3,No Doubt,Bathwater,2003,""
No Doubt/No Doubt - The Singles/No Doubt - The Singles 1992-2003 - 02 - It's My Life.mp3,No Doubt,It's My Life,2003,Other
No Doubt/No Doubt - The Singles/No Doubt - The Singles 1992-2003 - 03 - Hey Baby.mp3,No Doubt,Hey Baby,2003,Other
No Doubt/No Doubt - The Singles/No Doubt - The Singles 1992-2003 - 16 - Girls Get The Bass In The Back (Hey Baby Remix).mp3,No Doubt,Girls Get The Bass In The Back,2003,""
No Doubt/No Doubt - The Singles/No Doubt - The Singles 1992-2003 - 13 - Don't Speak.mp3,No Doubt,Don't Speak,2003,""
No Doubt/No Doubt - The Singles/No Doubt - The Singles 1992-2003 - 05 - Sunday Morning.mp3,No Doubt,Sunday Morning,2003,""
No Doubt/No Doubt - The Singles/No Doubt - The Singles 1992-2003 - 12 - Simple Kind Of Life.mp3,No Doubt,Simple Kind Of Life,2003,""
Demon Fuzz/Afreaka!/03 Another Country.mp3,"","","",""
Demon Fuzz/Afreaka!/02 Disillusioned.mp3,"","","",""
Demon Fuzz/Afreaka!/06 I Put A Spell On You.mp3,"","","",""
Demon Fuzz/Afreaka!/01 Past Present And Future.mp3,"","","",""
Demon Fuzz/Afreaka!/07 Message To Mankind.mp3,"","","",""
Demon Fuzz/Afreaka!/04 Hymn To Mother Earth.mp3,"","","",""
Demon Fuzz/Afreaka!/05 Mercy (Variation N°1).mp3,"","","",""
Demon Fuzz/Afreaka!/08 Fuzz Oriental Blues.mp3,"","","",""
Kylie Minogue/Kylie Minogue - Christmas Album 2016/06. Christmas Wrapping (with Iggy Pop).mp3,Kylie Minogue,Christmas Wrapping (with Iggy,2016,Pop
Kylie Minogue/Kylie Minogue - Christmas Album 2016/01. It's The Most Wonderful Time Of The Year.mp3,Kylie Minogue,It's The Most Wonderful Time O,2016,Pop
Kylie Minogue/Kylie Minogue - Christmas Album 2016/04. Only You (with James Corden).mp3,Kylie Minogue,Only You (with James Corden),2016,Pop
Kylie Minogue/Kylie Minogue - Christmas Album 2016/10. Wonderful Christmastime (with Mika).mp3,Kylie Minogue,Wonderful Christmastime (with,2016,Pop
Kylie Minogue/Kylie Minogue - Christmas Album 2016/03. Winter Wonderland.mp3,Kylie Minogue,Winter Wonderland,2016,Pop
Kylie Minogue/Kylie Minogue - Christmas Album 2016/15. 2000 Miles.mp3,Kylie Minogue,2000 Miles,2016,Pop
Kylie Minogue/Kylie Minogue - Christmas Album 2016/18. Have Yourself A Merry Little Christmas.mp3,Kylie Minogue,Have Yourself A Merry Little C,2016,Pop
Kylie Minogue/Kylie Minogue - Christmas Album 2016/17. Christmas Isn't Christmas 'Til You Get Here.mp3,Kylie Minogue,Christmas Isn't Christmas 'Til,2016,Pop
Kylie Minogue/Kylie Minogue - Christmas Album 2016/12. Let It Snow.mp3,Kylie Minogue,Let It Snow,2016,Pop
Kylie Minogue/Kylie Minogue - Christmas Album 2016/19. Oh Santa.mp3,Kylie Minogue,Oh Santa,2016,Pop
Kylie Minogue/Kylie Minogue - Christmas Album 2016/14. White December.mp3,Kylie Minogue,White December,2016,Pop
Kylie Minogue/Kylie Minogue - Christmas Album 2016/02. Santa Claus Is Coming To Town (Ft. Frank Sinatra).mp3,Kylie Minogue,Santa Claus Is Coming To Town,2016,Pop
Kylie Minogue/Kylie Minogue - Christmas Album 2016/09. Every Day's Like Christmas.mp3,Kylie Minogue,Every Day's Like Christmas,2016,Pop
Kylie Minogue/Kylie Minogue - Christmas Album 2016/13. I Wish It Could Be Christmas Everyday.mp3,Kylie Minogue,I Wish It Could Be Christmas E,2016,Pop
Kylie Minogue/Kylie Minogue - Christmas Album 2016/21. Christmas Lights.mp3,Kylie Minogue,Christmas Lights,2016,Pop
Kylie Minogue/Kylie Minogue - Christmas Album 2016/08. I'm Gonna Be Warm This Winter.mp3,Kylie Minogue,I'm Gonna Be Warm This Winter,2016,Pop
Kylie Minogue/Kylie Minogue - Christmas Album 2016/05. Stay Another Day.mp3,Kylie Minogue,Stay Another Day,2016,Pop
Kylie Minogue/Kylie Minogue - Christmas Album 2016/11. 100 Degrees (with Dannii Minogue).mp3,Kylie Minogue,100 Degrees (with Dannii Minog,2016,Pop
Kylie Minogue/Kylie Minogue - Christmas Album 2016/20. Cried Out Christmas.mp3,Kylie Minogue,Cried Out Christmas,2016,Pop
Kylie Minogue/Kylie Minogue - Christmas Album 2016/22. Everybody's Free (To Feel Good).mp3,Kylie Minogue,Everybody's Free (To Feel Good,2016,Pop
Kylie Minogue/Kylie Minogue - Christmas Album 2016/16. Santa Baby.mp3,Kylie Minogue,Santa Baby,2016,Pop
Kylie Minogue/Kylie Minogue - Christmas Album 2016/07. At Christmas.mp3,Kylie Minogue,At Christmas,2016,Pop
Average White Band/Average White Band - The Very Best Of The Average White Band (1996) 320 vtwin88cube/17. You Got It.mp3,Average White Band,You Got It,1996,R&B
Average White Band/Average White Band - The Very Best Of The Average White Band (1996) 320 vtwin88cube/13. Queen Of My Soul.mp3,Average White Band,Queen Of My Soul,1996,R&B
Average White Band/Average White Band - The Very Best Of The Average White Band (1996) 320 vtwin88cube/03. Put It Where You Want It.mp3,Average White Band,Put It Where You Want It,1996,R&B
"Average White Band/Average White Band - The Very Best Of The Average White Band (1996) 320 vtwin88cube/12. For You, For Love.mp3",Average White Band,"For You, For Love",1996,R&B
Average White Band/Average White Band - The Very Best Of The Average White Band (1996) 320 vtwin88cube/15. Got The Love.mp3,Average White Band,Got The Love,1996,R&B
Average White Band/Average White Band - The Very Best Of The Average White Band (1996) 320 vtwin88cube/05. When Will You Be Mine.mp3,Average White Band,When Will You Be Mine,1996,R&B
Average White Band/Average White Band - The Very Best Of The Average White Band (1996) 320 vtwin88cube/01. Pick Up The Pieces.mp3,Average White Band,Pick Up The Pieces,1996,R&B
Average White Band/Average White Band - The Very Best Of The Average White Band (1996) 320 vtwin88cube/16. Person To Person.mp3,Average White Band,Person To Person,1996,R&B
Average White Band/Average White Band - The Very Best Of The Average White Band (1996) 320 vtwin88cube/02. Let's Go Round Again.mp3,Average White Band,Let's Go Round Again,1996,R&B
Average White Band/Average White Band - The Very Best Of The Average White Band (1996) 320 vtwin88cube/04. Atlantic Avenue.mp3,Average White Band,Atlantic Avenue,1996,R&B
Average White Band/Average White Band - The Very Best Of The Average White Band (1996) 320 vtwin88cube/11. I Heard It Through The Grapevine (Live).mp3,Average White Band,I Heard It Through The Grapevi,1996,R&B
Average White Band/Average White Band - The Very Best Of The Average White Band (1996) 320 vtwin88cube/08. Cloudy.mp3,Average White Band,Cloudy,1996,R&B
Average White Band/Average White Band - The Very Best Of The Average White Band (1996) 320 vtwin88cube/14. School Boy Crush.mp3,Average White Band,School Boy Crush,1996,R&B
Average White Band/Average White Band - The Very Best Of The Average White Band (1996) 320 vtwin88cube/07. A Love Of Your Own.mp3,Average White Band,A Love Of Your Own,1996,R&B
Average White Band/Average White Band - The Very Best Of The Average White Band (1996) 320 vtwin88cube/10. Work To Do.mp3,Average White Band,Work To Do,1996,R&B
Average White Band/Average White Band - The Very Best Of The Average White Band (1996) 320 vtwin88cube/09. Cut The Cake.mp3,Average White Band,Cut The Cake,1996,R&B
Average White Band/Average White Band - The Very Best Of The Average White Band (1996) 320 vtwin88cube/06. The Jugglers.mp3,Average White Band,The Jugglers,1996,R&B
Isaac Hayes/Isaac Hayes - The Very Best Of (2007) - R&B.www.lokotorrents.com/15-isaac_hayes-rolling_down_a_mountainside.mp3,Isaac Hayes,Rolling Down A Mountainside,2007,R&B
Isaac Hayes/Isaac Hayes - The Very Best Of (2007) - R&B.www.lokotorrents.com/09-isaac_hayes-do_your_thing.mp3,Isaac Hayes,Do Your Thing,2007,R&B
Isaac Hayes/Isaac Hayes - The Very Best Of (2007) - R&B.www.lokotorrents.com/14-isaac_hayes-(if_loving_you_is_wrong)_i_dont_want_to_be_right.mp3,Isaac Hayes,(If Loving You Is Wrong) I Don,2007,R&B
Isaac Hayes/Isaac Hayes - The Very Best Of (2007) - R&B.www.lokotorrents.com/05-isaac_hayes-i_stand_accused.mp3,Isaac Hayes,I Stand Accused,2007,R&B
Isaac Hayes/Isaac Hayes - The Very Best Of (2007) - R&B.www.lokotorrents.com/07-isaac_hayes-never_can_say_goodbye.mp3,Isaac Hayes,Never Can Say Goodbye,2007,R&B
Isaac Hayes/Isaac Hayes - The Very Best Of (2007) - R&B.www.lokotorrents.com/10-isaac_hayes-lets_stay_together.mp3,Isaac Hayes,Let's Stay Together,2007,R&B
Isaac Hayes/Isaac Hayes - The Very Best Of (2007) - R&B.www.lokotorrents.com/04-isaac_hayes-i_just_dont_know_what_to_do_with_myself.mp3,Isaac Hayes,I Just Don't Know What To Do W,2007,R&B
Isaac Hayes/Isaac Hayes - The Very Best Of (2007) - R&B.www.lokotorrents.com/03-isaac_hayes-by_the_time_i_get_to_phoenix.mp3,Isaac Hayes,By The Time I Get To Phoenix,2007,R&B
Isaac Hayes/Isaac Hayes - The Very Best Of (2007) - R&B.www.lokotorrents.com/02-isaac_hayes-walk_on_by.mp3,Isaac Hayes,Walk On By,2007,R&B
Isaac Hayes/Isaac Hayes - The Very Best Of (2007) - R&B.www.lokotorrents.com/16-isaac_hayes-joy_(pt._1).mp3,Isaac Hayes,Joy (Pt. 1),2007,R&B
Isaac Hayes/Isaac Hayes - The Very Best Of (2007) - R&B.www.lokotorrents.com/12-isaac_hayes-aint_that_loving_you_(for_more_reasons_than_one).mp3,Isaac Hayes,Ain't That Loving You? (For Mo,2007,R&B
Isaac Hayes/Isaac Hayes - The Very Best Of (2007) - R&B.www.lokotorrents.com/13-isaac_hayes-theme_from_the_men.mp3,Isaac Hayes,Theme From The Men,2007,R&B
Isaac Hayes/Isaac Hayes - The Very Best Of (2007) - R&B.www.lokotorrents.com/01-isaac_hayes-precious_precious.mp3,Isaac Hayes,"Precious, Precious",2007,R&B
Isaac Hayes/Isaac Hayes - The Very Best Of (2007) - R&B.www.lokotorrents.com/18-isaac_hayes-title_theme_(from_three_tough_guys).mp3,Isaac Hayes,Title Theme (From Three Tough,2007,R&B
Isaac Hayes/Isaac Hayes - The Very Best Of (2007) - R&B.www.lokotorrents.com/11-isaac_hayes-soulsville.mp3,Isaac Hayes,Soulsville,2007,R&B
Isaac Hayes/Isaac Hayes - The Very Best Of (2007) - R&B.www.lokotorrents.com/08-isaac_hayes-theme_from_shaft.mp3,Isaac Hayes,Theme From Shaft,2007,R&B
Isaac Hayes/Isaac Hayes - The Very Best Of (2007) - R&B.www.lokotorrents.com/17-isaac_hayes-wonderful.mp3,Isaac Hayes,Wonderful,2007,R&B
Isaac Hayes/Isaac Hayes - The Very Best Of (2007) - R&B.www.lokotorrents.com/06-isaac_hayes-the_look_of_love.mp3,Isaac Hayes,The Look Of Love,2007,R&B
Dexys Midnight Runners/Dexys Midnight Runners - The Very Best of/15 Dexys Midnight Runners - Keep It.mp3,Dexys Midnight Runners,Keep It,1991,""
Dexys Midnight Runners/Dexys Midnight Runners - The Very Best of/08 Dexys Midnight Runners - One Way Love.mp3,Dexys Midnight Runners,One Way Love,1991,""
Dexys Midnight Runners/Dexys Midnight Runners - The Very Best of/02 Dexys Midnight Runners - Jackie Wilson Said.mp3,Dexys Midnight Runners,Jackie Wilson Said,1991,""
Dexys Midnight Runners/Dexys Midnight Runners - The Very Best of/17 Dexys Midnight Runners - Soon.mp3,Dexys Midnight Runners,Soon,1991,""
Dexys Midnight Runners/Dexys Midnight Runners - The Very Best of/12 Dexys Midnight Runners - Breaking Down The Walls Of Heartache.mp3,Dexys Midnight Runners,Breaking Down The Walls Of Hea,1991,""
Dexys Midnight Runners/Dexys Midnight Runners - The Very Best of/06 Dexys Midnight Runners - Celtic Soul Brothers.mp3,Dexys Midnight Runners,Celtic Soul Brothers,1991,""
Dexys Midnight Runners/Dexys Midnight Runners - The Very Best of/10 Dexys Midnight Runners - Geno.mp3,Dexys Midnight Runners,Geno,1991,""
Dexys Midnight Runners/Dexys Midnight Runners - The Very Best of/09 Dexys Midnight Runners - Old.mp3,Dexys Midnight Runners,Old,1991,""
Dexys Midnight Runners/Dexys Midnight Runners - The Very Best of/14 Dexys Midnight Runners - Plan B.mp3,Dexys Midnight Runners,Plan B,1991,""
Dexys Midnight Runners/Dexys Midnight Runners - The Very Best of/18 Dexys Midnight Runners - This Is What She's Like.mp3,Dexys Midnight Runners,This Is What She's Like,1991,""
Dexys Midnight Runners/Dexys Midnight Runners - The Very Best of/05 Dexys Midnight Runners - Show Me.mp3,Dexys Midnight Runners,Show Me,1991,""
